> -L"Dykes"
-50.6249742913	-24.1376242795
-50.5849156884	-24.1561128415
-50.5371535036	-24.1992528271
-50.4832284536	-24.259340666
> -L"Dykes"
-50.7790458038	-24.2624221429
-50.7636386486	-24.2701257107
-50.7497722077	-24.283992135
-50.7297429052	-24.2978585584
-50.7097136039	-24.3055621254
-50.6850621546	-24.3225099761
-50.6619514207	-24.3394578269
> -L"Dykes"
-51.1594762526	-24.0679622243
-51.1250189705	-24.095335292
-51.0895274879	-24.1181512184
-51.0261498399	-24.1612479687
-51.0084040969	-24.181528794
-50.9779828266	-24.1967394105
-50.9450264498	-24.2170202335
-50.9171402832	-24.2423712642
-50.8943243273	-24.2702573992
-50.879113687	-24.3057488457
-50.8284115641	-24.3589860112
-50.8055956074	-24.3894072495
> -L"Dykes"
-50.0133102491	-24.3332948543
-49.9778737893	-24.3594869862
-49.9347337496	-24.3980048289
-49.9116230115	-24.4288191053
> -L"Dykes"
-50.109222864	-24.416215607
-50.0193801363	-24.4824154256
> -L"Dykes"
-51.5255656077	-24.4502498338
-51.4951443366	-24.470530658
-51.4697932768	-24.4908114829
-51.431766685	-24.5339082376
-51.4038805197	-24.5516539585
-51.3709241422	-24.5744698858
-51.3430379791	-24.5770049856
> -L"Dykes"
-50.2598246731	-24.4966105907
-50.2213067815	-24.5274248646
-50.1951146143	-24.5520762846
-50.1689224453	-24.5844312748
> -L"Dykes"
-50.6003227866	-24.4349820883
-50.5695084755	-24.4519299377
-50.5047984185	-24.5043142046
-50.4477919377	-24.5582391867
-50.3969483221	-24.593675601
-50.3676747249	-24.6152455926
> -L"Dykes"
-50.7345754132	-24.487144113
-50.6778326408	-24.520244022
-50.6258184311	-24.5580724913
-50.590354197	-24.5840795639
-50.550161398	-24.6148151954
-50.502875753	-24.6455508255
> -L"Dykes"
-50.6205328254	-24.7316461906
-50.5596809741	-24.7733877338
-50.5124448091	-24.816720155
> -L"Dykes"
-51.2619145692	-24.7468569092
-51.2314932985	-24.7595324225
-51.208677344	-24.7772781438
-51.1731858587	-24.8076993808
-51.1351592667	-24.8431908244
-51.0869922511	-24.8812173699
-51.0337550251	-24.9116386041
-51.0033337534	-24.9268492205
> -L"Dykes"
-51.3252921878	-24.8989631277
-51.2847304905	-24.9319194678
-51.2365634754	-24.9674109102
-51.196001779	-24.9927619395
> -L"Dykes"
-50.8841837886	-24.8989630638
-50.8182710296	-24.9496651233
-50.7777093327	-24.9750161518
-50.7422178486	-24.9927618705
> -L"Dykes"
-50.2286189965	-24.8772502029
-50.1931547649	-24.8867073156
-50.1411405523	-24.9269000634
-50.077304925	-24.9860070476
-50.0583906675	-24.9930998834
> -L"Dykes"
-50.5099685633	-24.8157789773
-50.4488592386	-24.8621152924
-50.3941187218	-24.9339929502
-50.3633830437	-24.9907356615
-50.3421045016	-25.0096498966
-50.3160973966	-25.023835571
-50.2948188566	-25.0332926865
-50.2711760362	-25.035656962
-50.2333475212	-25.0498426341
-50.1955190011	-25.0853068249
-50.1836975868	-25.1042210616
-50.1836975818	-25.1254995804
> -L"Dykes"
-50.9189892338	-25.3926633346
-50.9118963841	-25.4115775725
-50.9097797146	-25.4451661523
-50.9095320912	-25.4683202893
-50.9118963705	-25.4825059689
-50.9166249328	-25.4919630892
-50.9166249315	-25.4990559289
-50.9142606476	-25.508513048
-50.9189892099	-25.5179701683
-50.9308106184	-25.5274272897
> -L"Dykes"
-50.9166249423	-25.4423132117
-50.9097797146	-25.4451661523
> -L"Dykes"
-50.9097797146	-25.4451661523
-50.8882535555	-25.4541346066
-50.8740678622	-25.4588631641
-50.8575178842	-25.4777774005
-50.8362393439	-25.4872345166
-50.8007751093	-25.5061487499
-50.7700394411	-25.5132415845
-50.7582180289	-25.5226987021
-50.7251180776	-25.5345200959
-50.7062038187	-25.5463414922
-50.6872895588	-25.5628914481
-50.673103863	-25.5794414049
-50.6494610408	-25.5865342405
-50.6234539351	-25.6007199152
-50.6069039601	-25.6030841922
> -L"Dykes"
-50.9308106026	-25.6101770856
-50.8977106535	-25.6101770803
-50.8598821376	-25.6243627536
-50.8102322097	-25.6456412644
> -L"Dykes"
-50.5099683658	-25.7370306126
-50.5074213976	-25.7377305566
> -L"Dykes"
-50.5074213976	-25.7377305566
-50.363382867	-25.7772233436
> -L"Dykes"
-50.043167734	-25.9048309577
-50.0010418764	-25.9225681335
-49.9378530935	-25.9347624347
-49.8768814621	-25.9414138659
> -L"Dykes"
-48.5323210616	-24.0892966254
-48.5256332532	-24.0950014741
-48.4919024521	-24.1159547896
-48.4634947516	-24.1315136971
-48.4548557568	-24.1372095813
-48.4465456347	-24.1426875298
-48.42000963	-24.1625018465
-48.4084958357	-24.1699780997
> -L"Dykes"
-48.1479657226	-24.0824101272
-48.1216958522	-24.0972363637
-48.098578994	-24.1083663731
-48.0920541888	-24.1114585259
-48.0704009711	-24.1228935554
-48.0456612633	-24.1320090701
-48.0308057317	-24.1389992637
-48.0200858936	-24.1425706153
-48.0182580581	-24.1432980998
-48.0117076768	-24.1459048895
-48.0045059396	-24.1488668994
-48.0028972183	-24.1492863899
-47.999660962	-24.1504991287
-47.9841684848	-24.1562329945
-47.943268343	-24.1758371637
> -L"Dykes"
-48.5034757388	-24.2290773457
-48.484328537	-24.2450726671
-48.4626928061	-24.2559438338
-48.4403623952	-24.2705814766
-48.4219022414	-24.2823468141
-48.419650291	-24.2836741747
-48.4073831124	-24.2909035326
-48.3938243767	-24.3012162822
> -L"Dykes"
-48.7195630074	-24.0979629676
-48.70040997	-24.1099804431
-48.6824830762	-24.1220141681
-48.6670503156	-24.128609037
-48.6472850923	-24.1366026697
-48.6255756748	-24.1498124844
-48.609327345	-24.1569525725
-48.592070855	-24.1652601005
-48.5765809324	-24.1743837262
-48.5667855134	-24.1817018363
-48.5554242308	-24.1901876297
-48.5411293248	-24.2040674225
-48.5259945569	-24.2166903288
-48.5100446472	-24.2267584422
-48.5036317078	-24.2305475801
> -L"Dykes"
-48.2775680934	-24.1804811822
-48.2116201553	-24.2164473069
-48.1902153512	-24.2273392758
-48.1709692081	-24.235051547
> -L"Dykes"
-48.3092956847	-24.2619969218
-48.2891291012	-24.275407622
-48.2729428123	-24.2835061662
-48.2695278934	-24.2852143581
-48.2457048324	-24.2965213541
-48.2266616359	-24.3087019311
-48.2018431194	-24.3229176938
-48.1820413032	-24.334070334
-48.1782714781	-24.3361929472
-48.1722601543	-24.339840297
-48.1576069499	-24.3487288745
-48.1370505721	-24.3590065287
-48.1304940314	-24.3640463796
> -L"Dykes"
-48.4836433687	-24.3010403144
-48.4692349023	-24.3109658634
-48.4587003373	-24.3173366595
-48.4524975748	-24.3216662119
-48.4503309248	-24.3231783901
-48.438674545	-24.332102935
-48.4371323469	-24.3332835069
-48.4262159186	-24.340096816
-48.4167008082	-24.3476101645
-48.4025998742	-24.3563987058
-48.3976668985	-24.3596434702
-48.3791012567	-24.3726982341
-48.3686501259	-24.380530797
-48.3546433402	-24.3903882219
-48.3333976461	-24.4044620568
-48.318643225	-24.4115371437
-48.3134906574	-24.4139500059
-48.3065674811	-24.4171915311
-48.3028257802	-24.4192694163
-48.2888654651	-24.4294030056
-48.2843376221	-24.4333663742
-48.2777467835	-24.439134729
-48.2616489232	-24.4538542235
-48.2483496884	-24.4644469357
-48.2380435255	-24.4734004873
-48.2352640372	-24.4764532401
-48.2252628862	-24.4854674919
-48.222184489	-24.4880627772
-48.2201774215	-24.4896060461
-48.2191862872	-24.4898133136
> -L"Dykes"
-48.0849054225	-24.3788019374
-48.0281178397	-24.4184092465
-48.0048594552	-24.4326198988
> -L"Dykes"
-49.8917846226	-24.5758477253
-49.9111361052	-24.5576868215
> -L"Dykes"
-49.8476166115	-24.6171169923
-49.8631490371	-24.6022852626
-49.8784630572	-24.5883445462
-49.8917846226	-24.5758477253
> -L"Dykes"
-49.3689910906	-24.5725604552
-49.3644402407	-24.5759549275
-49.3525888038	-24.585253893
-49.3442091181	-24.5886621955
-49.3330201949	-24.5943538898
-49.3181264224	-24.6000030753
-49.311927432	-24.6017964414
-49.2965339078	-24.6077203125
-49.2800445516	-24.6169038872
-49.2558505866	-24.6337309733
-49.2434595927	-24.640925631
-49.2305013917	-24.648789761
-49.217443179	-24.659248503
-49.2059968637	-24.6691607954
-49.2020051624	-24.6718229836
-49.1996163158	-24.674673209
-49.1972894969	-24.6775243158
> -L"Dykes"
-49.5955571909	-24.6631025103
-49.5541723789	-24.6994236649
-49.5222660022	-24.7212236149
-49.500144084	-24.7363287239
> -L"Dykes"
-49.4739139827	-24.610414381
-49.4719951855	-24.6126397784
-49.464455009	-24.6213836074
-49.4560720365	-24.6301054153
-49.4494762477	-24.6365562809
-49.4448182664	-24.6411112488
-49.4309429162	-24.6541214685
-49.4146461674	-24.6678388989
-49.3991284122	-24.6783442565
-49.368410212	-24.721822929
-49.3564276111	-24.7306118982
-49.3405852227	-24.7413331235
-49.3217954813	-24.7549551107
-49.3104742964	-24.7646508418
-49.3026621227	-24.7708288386
-49.2985393474	-24.7738872184
-49.2883187298	-24.7797545049
-49.2754618807	-24.788357171
-49.2577787923	-24.8014187232
-49.2445559222	-24.8137400705
-49.2331054433	-24.8230326013
-49.226426813	-24.8269972039
-49.2244342442	-24.8281799211
-49.2178053258	-24.8319608261
-49.2137693432	-24.8342625186
-49.1995849512	-24.844084104
-49.1902540629	-24.8518745042
-49.1820616563	-24.8578716523
-49.1793724672	-24.8598146433
-49.1628282955	-24.86982954
-49.1566926007	-24.8746650671
-49.1537445861	-24.8773381722
-49.1513557599	-24.8798488619
> -L"Dykes"
-49.4284926061	-24.8245933282
-49.4176627885	-24.8297858293
-49.4049295743	-24.8386268637
-49.3909734287	-24.8462115409
-49.3823197239	-24.8503522066
-49.3788914512	-24.8522909297
-49.3677400447	-24.858097129
-49.3544527874	-24.8662500778
-49.3464033953	-24.8712984459
-49.3393014674	-24.8748326566
-49.3287023979	-24.8806983386
-49.3245774644	-24.8837006371
-49.3220193912	-24.8852525521
-49.3205157162	-24.8865904838
> -L"Dykes"
-49.8202895817	-24.8921890493
-49.773296961	-24.9018752396
-49.7396128395	-24.908807631
-49.7175192624	-24.9154125989
-49.7003523566	-24.9205417464
-49.6857640039	-24.9248984282
-49.6389280978	-24.9482389443
> -L"Dykes"
-49.2928360171	-24.9231209264
-49.2904290568	-24.9250535236
> -L"Dykes"
-49.2904290568	-24.9250535236
-49.2815130208	-24.9322113912
-49.2712049542	-24.9388664245
-49.2603600158	-24.9483934166
-49.2404133534	-24.9621024531
-49.2296454181	-24.9702731087
-49.2178445066	-24.9769628183
-49.2062911636	-24.9835979979
-49.1973691554	-24.9880626
-49.1894384754	-24.9924822793
-49.182260254	-24.9962333238
-49.1784964964	-24.9994614222
-49.1768386658	-25.0011705366
> -L"Dykes"
-49.2529176097	-25.0720920554
-49.3113648459	-25.0363798312
-49.3333909172	-25.014924155
-49.3438322681	-25.0092190611
-49.3884163917	-24.9848425177
-49.4125568538	-24.9624534119
-49.430832399	-24.9533113918
-49.43333785	-24.9511663039
-49.4557172097	-24.942831659
-49.4756634793	-24.9315161417
-49.5314904236	-24.9058651332
-49.5518412123	-24.9002628709
-49.6424584743	-24.8420804708
> -L"Dykes"
-49.0807223375	-25.0617588697
-49.0757855068	-25.065390833
> -L"Dykes"
-49.961156574	-25.0833089789
-49.9315791709	-25.0975024112
-49.8626681415	-25.130531639
-49.842831996	-25.1400289268
> -L"Dykes"
-48.9850081382	-25.1217452467
-48.9025366031	-25.1687091356
> -L"Dykes"
-48.9850081382	-25.1217452467
-49.0185977403	-25.1025906375
> -L"Dykes"
-49.0217566415	-25.1007884631
-49.046145822	-25.0868696544
> -L"Dykes"
-49.0757855068	-25.065390833
-49.0217566415	-25.1007884631
> -L"Dykes"
-49.6823965269	-25.1094249463
-49.6038350605	-25.1423031518
-49.5851718929	-25.1560420864
-49.5283927011	-25.1978021309
-49.5113634214	-25.2103156667
-49.5018653079	-25.2172928721
> -L"Dykes"
-49.1843312174	-25.2046510406
-49.1542275857	-25.2233482025
-49.133720434	-25.2360773035
-49.121127495	-25.2438908176
-49.1130702467	-25.2488888379
-49.0528205769	-25.286231749
> -L"Dykes"
-49.45973709	-25.2539510536
-49.4683692977	-25.2500122822
> -L"Dykes"
-49.4364885619	-25.2645548684
-49.45973709	-25.2539510536
> -L"Dykes"
-49.4254273905	-25.2711991661
-49.4313460519	-25.2668995741
-49.4364885619	-25.2645548684
> -L"Dykes"
-49.5817844671	-25.301065709
-49.5920476806	-25.2945388086
-49.6146064723	-25.2801869031
-49.6385282994	-25.2624103041
-49.6913996707	-25.2124922635
-49.7380677438	-25.1757108046
-49.7833333277	-25.1498232239
-49.8091304774	-25.1314952921
> -L"Dykes"
-49.4012712461	-25.2887409062
-49.4254273905	-25.2711991661
> -L"Dykes"
-49.3973423648	-25.2915930124
-49.4012712461	-25.2887409062
> -L"Dykes"
-49.6084598557	-25.3824078834
-49.6243245838	-25.3809589991
-49.6368584222	-25.37525206
-49.63806932	-25.3722882551
-49.693362544	-25.3529483814
-49.6989191469	-25.3503665053
-49.7861337941	-25.3145194116
-49.8077043762	-25.3058349326
-49.8719927131	-25.2799233458
> -L"Dykes"
-49.3758536234	-25.3071875853
-49.3973423648	-25.2915930124
> -L"Dykes"
-49.3451741586	-25.3292191658
-49.3582237348	-25.3199756631
-49.3758536234	-25.3071875853
> -L"Dykes"
-49.3219250434	-25.3444006397
-49.3421501723	-25.3313607503
-49.3451741586	-25.3292191658
> -L"Dykes"
-49.3035391432	-25.3562889138
-49.3219250434	-25.3444006397
> -L"Dykes"
-49.2788078663	-25.3612705286
-49.3035391432	-25.3562889138
> -L"Dykes"
-48.9222533307	-25.3089442614
-48.8354891787	-25.3646703254
-48.8325482683	-25.366725736
> -L"Dykes"
-48.9969282078	-25.4153367181
-48.9813456812	-25.4257210127
-48.9680087813	-25.4333362972
-48.9659464687	-25.4349304122
> -L"Dykes"
-48.9659464687	-25.4349304122
-48.8839836416	-25.4982189457
> -L"Dykes"
-60.1584969266	4.59722882903
-60.2011968525	4.5678726347
-60.2305530515	4.54785704765
-60.2772560953	4.51516492223
-60.3179544622	4.48981184512
-60.3373028661	4.47646812045
-60.3693278104	4.45378378858
-60.4093589912	4.43376820093
-60.4163644478	4.42843071112
> -L"Dykes"
-60.0861744877	4.27712023339
-60.0129592244	4.33266283758
> -L"Dykes"
-60.1388657705	4.23392244988
-60.1220331263	4.24293993645
-60.1112121409	4.25015392556
-60.1064028141	4.25556441721
-60.0991888239	4.26157607471
-60.0937783313	4.26758773211
-60.0877666729	4.27540288667
> -L"Dykes"
-61.1513126067	4.12868210017
-61.0401117423	4.14020560617
-60.9760938969	4.13815018848
> -L"Dykes"
-61.2236471462	4.12222190864
-61.2406785534	4.12261343405
-61.2631913331	4.12378801209
-61.2784608707	4.12476682734
> -L"Dykes"
-61.2231853297	4.12242240644
-61.1905631485	4.12652870205
-61.1662884992	4.12750751978
-61.1513126067	4.12868210017
> -L"Dykes"
-60.1751389081	4.19876539885
-60.1859058892	4.18858570947
-60.1896253917	4.18427891786
-60.1984347398	4.17723144053
-60.2068525613	4.16763904103
-60.2148788563	4.1621576697
-60.2262331274	4.15530595548
-60.240719611	4.14218981723
-60.2554018577	4.12496265081
-60.274097252	4.10714819444
-60.288192209	4.09501087244
> -L"Dykes"
-60.1267206186	4.0352194928
-60.0659871767	4.09349075772
-60.0027915685	4.15750707681
-59.9633969034	4.19197740279
-59.9092292382	4.22890989557
-59.8747589062	4.25927661134
-59.8115632973	4.31262354462
-59.7664235772	4.359404701
> -L"Dykes"
-59.6860734953	4.34215658591
-59.7539056913	4.26781994576
-59.7820862251	4.22499683758
-59.8012499874	4.20583307859
-59.8204137496	4.1839316399
-59.8587412745	4.14834180168
-59.8806427173	4.12917804258
-59.8915934381	4.10727660433
-59.916232561	4.07989980598
-59.9764615296	4.0443099667
-60.0449035391	3.9977694082
-60.0759450014	3.95896749679
> -L"Dykes"
-60.0759450014	3.95896749679
-60.0777557027	3.95670421097
> -L"Dykes"
-59.6498810098	4.1484791529
-59.7048693959	4.08446283413
-59.7820172815	4.00567351834
-59.8378263901	3.94740225367
> -L"Dykes"
-51.8034552261	3.84766738998
-51.7762278266	3.77376446267
-51.7684485698	3.74653706844
> -L"Dykes"
-51.791786346	3.50149052206
-51.7801331325	3.44322278641
> -L"Dykes"
-51.7801331325	3.44322278641
-51.7723382042	3.40424982858
-51.7674161442	3.3878427069
> -L"Dykes"
-51.4533886525	3.43147721708
-51.4368736094	3.3736730777
> -L"Dykes"
-61.2178422637	3.31790002291
-61.1494080443	3.40240264805
-61.1225027443	3.43814464281
-61.1125589128	3.45391761406
-61.0871849981	3.49506449559
-61.0830703097	3.51118035722
-61.0724406973	3.53758293925
> -L"Dykes"
-51.4368736094	3.3736730777
-51.4232081669	3.32584535743
> -L"Dykes"
-61.2505379484	3.27753633591
-61.2178422637	3.31790002291
> -L"Dykes"
-61.2725247188	3.25009505565
-61.2694943261	3.25413689756
-61.2505379484	3.27753633591
> -L"Dykes"
-51.7674161442	3.3878427069
-51.7490004334	3.32645727369
-51.7373315485	3.25644397445
-51.7250717122	3.23464883656
> -L"Dykes"
-51.7250717122	3.23464883656
-51.7170575671	3.22040147637
> -L"Dykes"
-51.7170575671	3.22040147637
-51.7023248915	3.1942099303
> -L"Dykes"
-51.4232081669	3.32584535743
-51.4222716251	3.32256764037
-51.3950442258	3.24866471322
-51.3561479404	3.17476178588
> -L"Dykes"
-61.3841973313	3.13868510413
-61.3836425498	3.13979467413
-61.3813510568	3.14274087881
-61.3756223243	3.14896064429
-61.3674384206	3.15518040989
-61.3631827908	3.16009075104
-61.358927161	3.1650010922
-61.354344175	3.16991143337
-61.3477970522	3.17842269133
-61.3432140662	3.18366038857
-61.3350301625	3.18791601779
-61.3265189026	3.19348107129
-61.3212812043	3.19871876856
-61.3073685681	3.21017623146
-61.29361961	3.22196105043
-61.2725247188	3.25009505565
> -L"Dykes"
-51.6674223994	3.11979292699
-51.6679038199	3.12060953949
-51.6716185017	3.13094758483
> -L"Dykes"
-51.6635001355	3.11177561917
-51.6639805009	3.11395458101
-51.6674223994	3.11979292699
> -L"Dykes"
-51.6581161109	3.08259230082
-51.6602238759	3.09579204995
-51.6621053125	3.10544867315
-51.6635001355	3.11177561917
> -L"Dykes"
-51.8873992326	3.07074608134
-51.8951644621	3.1144234456
> -L"Dykes"
-51.8860184991	3.06298020115
-51.8873992326	3.07074608134
> -L"Dykes"
-51.6562023897	3.03957715843
-51.6571964813	3.04310565266
-51.6581754383	3.05506799991
-51.6580359043	3.07163839047
-51.6581161109	3.08259230082
> -L"Dykes"
-51.245503565	3.11520186636
-51.2410851573	3.10049198102
-51.2357257102	3.08049277904
-51.232676103	3.0650863586
-51.2314478984	3.04806084024
-51.2313756941	3.0335617972
-51.2299671162	3.02620318932
-51.2298068086	3.02477750692
> -L"Dykes"
-51.6395185767	2.98703717796
-51.6428019588	3.00244062083
-51.6458186932	3.01071112423
-51.6495226605	3.01920835298
-51.6523059003	3.02655938133
-51.6548654941	3.03483191212
-51.6562023897	3.03957715843
> -L"Dykes"
-51.6266783241	2.87896787207
-51.6275889373	2.89365846776
-51.6297028324	2.90423476945
-51.6316249404	2.92171601737
-51.6337659468	2.93735515677
-51.6367983453	2.9486174207
-51.6403555887	2.9725346021
> -L"Dykes"
-51.6138405218	2.82579851911
-51.6151768064	2.83802395522
-51.6221803363	2.86537724219
-51.6266783241	2.87896787207
> -L"Dykes"
-51.8422193645	2.79163160728
-51.8424426924	2.77739587501
> -L"Dykes"
-51.8424426924	2.77739587501
-51.8519707383	2.8709376414
-51.8553513948	2.90359884727
-51.8573111993	2.92729198299
-51.8636354558	2.954645513
-51.8731967543	2.98842614412
-51.8811674649	3.02382531045
-51.8835962921	3.0493568765
-51.8860184991	3.06298020115
> -L"Dykes"
-62.008617986	2.6007259896
-61.8663381373	2.6705559901
-61.7330952312	2.75285979242
-61.7150906431	2.76693610386
-61.705924671	2.77315586944
-61.7026511096	2.7780662105
-61.6987228358	2.78068505917
-61.6921757129	2.78592275644
-61.6810456038	2.79377930242
-61.6718796318	2.80196320437
-61.6623863037	2.81342066695
-61.6574759616	2.81898572022
-61.6520745851	2.82258663714
-61.6389803392	2.8330620317
-61.6249040249	2.84353742632
-61.6154106967	2.85303075254
-61.6105003546	2.85859580582
-61.6062447247	2.86219672269
-61.602643807	2.86416085923
-61.5957693281	2.87201740503
-61.5924957667	2.87660039004
-61.5867670342	2.88216544336
-61.5834934727	2.88445693594
-61.5808746236	2.88805785274
-61.5756369253	2.89329554997
-61.5717086515	2.89624175471
-61.5690898025	2.9008247397
-61.5661435974	2.90769921714
-61.5641794606	2.91130013391
-61.5602511869	2.9155557629
-61.5527219956	2.9237396648
-61.5461748729	2.93519712728
-61.5406098187	2.94534516547
-61.5266971829	2.96564124197
-61.5217868409	2.97382514376
-61.5165491426	2.979062841
-61.5126208689	2.98299111394
-61.5093473075	2.98691938684
-61.5028001846	2.99313915233
-61.4939615689	3.00459661493
-61.4890512268	3.0121258046
-61.4731744539	3.02914832061
-61.4666273311	3.03569544217
-61.4532057292	3.04878968531
-61.4466586064	3.05730094325
-61.4420756205	3.06417542079
-61.4381473469	3.07039518617
-61.4355284978	3.07366874692
-61.4329096487	3.07694230768
-61.4281629847	3.08381678522
-61.421615862	3.09396482348
-61.4170328761	3.10149401315
-61.4117951779	3.1077137786
-61.4075395481	3.11262411975
-61.4032839181	3.11557032452
-61.4003377129	3.11982595348
-61.3973915077	3.12473629457
-61.3908443849	3.13161077221
-61.3856066865	3.13586640128
-61.3841973313	3.13868510413
> -L"Dykes"
-51.5765202873	2.67834946475
-51.5787063096	2.68446249268
-51.5824034272	2.69203982677
-51.5889003863	2.71042062422
-51.5928831071	2.72881308043
-51.5963833775	2.74237493193
-51.601036422	2.75777235804
-51.6040894741	2.7731772519
-51.6071803175	2.79571632752
-51.6130145622	2.81824233304
-51.6138405218	2.82579851911
> -L"Dykes"
-51.2298068086	3.02477750692
-51.2290100735	3.01769198572
-51.2269154559	3.01033640852
-51.2236719204	3.00183525901
-51.2211190169	2.99425150162
-51.2176904184	2.98545904885
-51.2137073601	2.97518180299
-51.2077008181	2.96278004719
-51.2049137767	2.95404667212
-51.2021176326	2.94347203826
-51.1993261199	2.93381801571
-51.1974696812	2.92830246749
-51.1951627753	2.92416992135
-51.193541827	2.92003426502
-51.1916968106	2.91682026433
-51.1905331773	2.91268262343
-51.1900554868	2.90854206001
-51.189062597	2.89266604411
-51.185970138	2.86828370872
-51.1832613997	2.82893991544
-51.1750752923	2.79146105488
-51.1645968727	2.75261113681
-51.1585866038	2.73905826776
-51.1569513861	2.73193074792
-51.1548692231	2.72687641894
-51.1509571021	2.72159984891
-51.1461091881	2.71195445224
-51.1412243111	2.69471427847
-51.1277572812	2.65196418524
-51.1217390576	2.6365699785
-51.1189579551	2.62875671874
-51.1182353021	2.62116482014
-51.1175092672	2.6128825355
-51.1131204375	2.60346517261
-51.1076110875	2.59865558011
-51.1020917175	2.59177462557
-51.096560162	2.58236208063
-51.0914646717	2.56857474115
-51.0886152433	2.55991779258
-51.0879848574	2.55800261136
> -L"Dykes"
-51.5473652501	2.54790442056
-51.5529618446	2.56928174598
-51.5562706865	2.59020930437
-51.560042771	2.61228527475
-51.565872212	2.63435175617
-51.5680158697	2.65091189004
-51.5708153055	2.66171548445
-51.5747625862	2.67343422356
-51.5765202873	2.67834946475
> -L"Dykes"
-51.0879848574	2.55800261136
-51.082629902	2.53777215096
> -L"Dykes"
-52.1535218248	2.48240806184
-52.1413063366	2.43110216539
> -L"Dykes"
-52.1413063366	2.43110216539
-52.1340736823	2.40072587931
-52.122404797	2.32682295233
-52.1250445509	2.29250863941
> -L"Dykes"
-52.1250445509	2.29250863941
-52.1262944262	2.27625779188
-52.1194930064	2.2184448699
> -L"Dykes"
-51.5420389974	2.49039353262
-51.5364444471	2.46924617041
-51.532041413	2.45752914547
-51.5303929509	2.44810091115
-51.530570486	2.4382039571
-51.5307420988	2.42715634693
-51.5297520394	2.41243168173
-51.5285501111	2.40093009182
-51.5253056303	2.392199494
-51.5273695028	2.39357091219
-51.5240954497	2.3790868377
-51.5201299717	2.36345532269
-51.5152351764	2.34483605207
-51.5124091414	2.32850870745
-51.507786783	2.31840347658
-51.5052129534	2.30667783325
-51.5017309686	2.29610704975
-51.4975470782	2.28231744758
-51.4938485643	2.27404901955
-51.4901535705	2.26647102538
-51.4882878558	2.25911485746
-51.486888632	2.25359774935
-51.4863917671	2.24577510816
-51.4861339195	2.24002266588
-51.4758319615	2.2148137913
> -L"Dykes"
-51.0879848574	2.55800261136
-51.0099710057	2.19846522452
-50.9944124917	2.15567931953
-50.9905228631	2.15178969177
> -L"Dykes"
-52.1194930064	2.2184448699
-52.1185151695	2.2101341204
-52.1146255412	2.15956895988
-52.1007255106	2.10744367453
> -L"Dykes"
-52.1007255106	2.10744367453
-52.0990670272	2.1012245438
> -L"Dykes"
-51.6988540454	1.64193317712
-51.6992979437	1.6458678741
-51.7018594992	1.66609687626
-51.7052575738	1.67970301962
-51.709406863	1.70469890098
-51.7118286611	1.72677714514
-51.7130235528	1.74815978749
-51.7135362865	1.770694209
-51.7183909674	1.79436577596
-51.7211767833	1.81252426266
-51.7267319705	1.84217253313
-51.7314053924	1.88424088915
-51.7319156023	1.90539548835
-51.7326741874	1.93436783679
> -L"Dykes"
-51.6936623321	1.5824152767
-51.6969637158	1.62517829314
-51.6988540454	1.64193317712
> -L"Dykes"
-51.329838317	1.5796276157
-51.3360634722	1.59156741078
-51.3385961905	1.59569870704
-51.3411344143	1.60098069522
-51.3450739425	1.61270033959
-51.3490832241	1.63914840399
-51.3528152031	1.65524157197
-51.3586919044	1.68996628655
-51.3658907458	1.71432890755
-51.3721845606	1.74053659802
-51.3832867794	1.76879410068
-51.3904534147	1.78625252268
-51.3950650843	1.79497709973
-51.4061526618	1.82001248598
-51.410808605	1.83794219241
-51.4164426364	1.86921537977
-51.4237052619	1.90646469777
-51.4283495665	1.92186291236
-51.4329884751	1.9361104125
-51.4364637393	1.94599049982
-51.4376329975	1.95150846874
-51.4411305857	1.96599115493
-51.4448290441	1.97471964346
-51.4476457208	1.99012589104
-51.4502684104	2.01266711776
-51.4483275959	2.03660979202
-51.4440936939	2.05895189923
-51.4378196946	2.08475521654
> -L"Dykes"
-56.7825112236	1.60047090806
-56.7833952015	1.57218361258
-56.7842672142	1.54951120862
> -L"Dykes"
-56.9416076572	1.55985673842
-56.9445497604	1.52357080295
-56.9499436167	1.48777521795
-56.9548249965	1.44304626642
> -L"Dykes"
-56.9548249965	1.44304626642
-56.9626927313	1.39853143068
> -L"Dykes"
-56.1459565678	1.25074488254
-56.141804109	1.2715071725
-56.1407659943	1.27842793582
-56.141804109	1.28638681362
-56.1438803386	1.29330757692
-56.1435343004	1.30299664555
-56.1418041092	1.31406986686
-56.1400739181	1.32964158432
-56.1383437269	1.34140688196
-56.135575421	1.35455633226
-56.1321150386	1.36389936275
-56.1279625797	1.37462654591
> -L"Dykes"
-56.234803653	1.16709136274
-56.2578999399	1.15558438642
-56.3004626441	1.13101567645
> -L"Dykes"
-56.0518341648	1.25420526473
-56.1013176339	1.23171278369
-56.1528773325	1.20887426448
-56.2092815665	1.17980705827
-56.2300379149	1.16946575284
> -L"Dykes"
-56.2300379149	1.16946575284
-56.234803653	1.16709136274
> -L"Dykes"
-55.7289430125	1.18937124422
-55.7564356889	1.14240459909
-55.7827828372	1.10460217739
-55.8114210418	1.07367292324
-55.8526600566	1.04045261319
> -L"Dykes"
-56.9038641449	0.591111245326
-56.9169696327	0.544028577234
-56.9310458975	0.489665084191
-56.9412390547	0.443067804454
